,codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
0,39115,PTNQX,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1979.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,BRIGADEIRO ARARIPE MACEDO,CORRENTINA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
1,39155,PTLVI,not informed,AVIÃO,BEECH AIRCRAFT,C90,BE9L,TURBOÉLICE,BIMOTOR,4377,4377,8.0,1979.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,NENHUM,0
2,39156,PPPTO,not informed,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,AFONSO PENA,ADALBERTO MENDES DA SILVA,ARREMETIDA NO AR,REGULAR,LEVE,0
3,39158,PRLGJ,REGULAR,AVIÃO,BOEING COMPANY,757-225,B752,JATO,BIMOTOR,108862,108862,5.0,1984.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
4,39176,PRMAA,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,77000,184.0,2001.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
5,39178,PTMZU,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,77000,184.0,2001.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
6,39235,PTWKN,not informed,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1497,1497,1.0,1976.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,DESTRUÍDA,1
7,39275,PTYRE,not informed,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 BA,not informed,TURBOEIXO,MONOMOTOR,2100,2100,6.0,1994.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,CAMPO DE MARTE,CAMPO DE MARTE,CRUZEIRO,PRIVADA,DESTRUÍDA,1
8,39295,PUFLK,EXPERIMENTAL,ULTRALEVE,not informed,RV-9,ULAC,PISTÃO,MONOMOTOR,735,735,2.0,2004.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,EXPERIMENTAL,SUBSTANCIAL,2
9,39315,PTHLE,not informed,HELICÓPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,1950,1950,6.0,1981.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,LÁBREA,CRUZEIRO,TÁXI AÉREO,not informed,2
10,39316,PPGMH,not informed,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1992.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BLUMENAU,RANCHO SUMIDOR,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
11,39317,PPGOB,not informed,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1993.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
12,39318,PTTAF,not informed,AVIÃO,EMBRAER,EMB-110,E110,TURBOÉLICE,BIMOTOR,5600,5600,1.0,1976.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,VAL DE CANS / JÚLIO CEZAR RIBEIRO,WILMA REBELO,DESCIDA,TÁXI AÉREO,SUBSTANCIAL,2
13,39319,PRUGO,not informed,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SOROCABA,FAZENDA SANTA RITA,SUBIDA,PRIVADA,DESTRUÍDA,2
14,39320,PTFNI,not informed,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1905,1.0,1977.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
15,39321,PTOHL,not informed,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,DESTRUÍDA,1
16,39322,PTYSG,not informed,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1088,4.0,1997.0,BRASIL,BRASIL,HELICÓPTERO,ESPECIALIZADA,MERCEDES-BENZ DO BRASIL LTDA,FORA DE AERODROMO,DECOLAGEM,ESPECIALIZADA,SUBSTANCIAL,0
17,39323,PUMEL,EXPERIMENTAL,ULTRALEVE,not informed,MISTRAL 582C,ULAC,PISTÃO,MONOMOTOR,430,430,2.0,2000.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,EXPERIMENTAL,SUBSTANCIAL,1
18,39365,PRMAA,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,77000,184.0,2001.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,not informed,0
19,39367,PPGLS,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1992.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
20,39385,PTNIJ,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1976.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,NELSON RODRIGUES GUIMARÃES,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,PRIVADA,SUBSTANCIAL,0
21,39386,PTMFU,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16700,16700,50.0,1987.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,REGULAR,NENHUM,0
22,39405,PTUML,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2000.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
23,39487,PRSAM,not informed,AVIÃO,BEECH AIRCRAFT,F33A,BE33,PISTÃO,MONOMOTOR,1588,1588,4.0,1994.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,BRIGADEIRO LYSIAS RODRIGUES,POUSO,PRIVADA,SUBSTANCIAL,0
24,39507,PTUTM,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2005.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,C.T.O. ITAÚ,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0
25,39527,PTURT,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2004.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FAZENDA IRMÃOS MUNARETTO,FAZENDA IRMÃOS MUNARETTO,VOO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,0
26,39627,PRMYE,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,70000,70000,184.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,LEVE,0
27,39687,PTUPW,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2003.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,SANTA TEREZINHA,COMANDANTE ANTONIO AMILTON BERALDO,ESPECIALIZADA,ESPECIALIZADA,NENHUM,0
28,39707,PTEVH,not informed,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,7.0,1979.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,EDUARDO GOMES,LÁBREA,CRUZEIRO,PRIVADA,LEVE,0
29,39709,PTOLF,not informed,AVIÃO,PIPER AIRCRAFT,PA-31T1,PAY1,TURBOÉLICE,BIMOTOR,3946,3946,7.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,MINISTRO VICTOR KONDER,BACACHERI,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
30,39711,PTZPJ,EXPERIMENTAL,AVIÃO,ANTONIO CESAR DA SILVA AMARAL,LANCAIR SUPER E,ZZZZ,PISTÃO,MONOMOTOR,1452,1452,4.0,2009.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,EXPERIMENTAL,SUBSTANCIAL,0
31,39727,PTSOG,not informed,AVIÃO,EMBRAER,EMB-110P1,E110,TURBOÉLICE,BIMOTOR,5670,5670,20.0,1991.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FAZENDA PAIAGUAS,MARECHAL RONDON,POUSO,TÁXI AÉREO,LEVE,0
32,39747,PTEHG,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-820C NAVAJO,PA31,PISTÃO,BIMOTOR,3175,3175,10.0,1976.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,LEVE,0
33,39748,PRWAR,ESPECIALIZADA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1497,1497,1.0,1975.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,ESPECIALIZADA,NENHUM,0
34,39768,PRESP,ADMINISTRAÇÃO DIRETA,AVIÃO,HAWKER BEECHCRAFT,B200GT,BE20,TURBOÉLICE,BIMOTOR,5670,5670,9.0,2008.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,LEVE,0
35,39772,PRLJR,PARTICULAR,AVIÃO,PILATUS,PC-12/47,PC12,TURBOÉLICE,MONOMOTOR,4740,4740,10.0,2006.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0
36,39787,PPFKI,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1990.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
37,39789,PTGPL,ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1977.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,CHEQUE DE MOTOR OU ROTOR,ESPECIALIZADA,LEVE,0
38,39807,PTBXF,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,150E,C150,PISTÃO,MONOMOTOR,726,726,2.0,1965.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
39,39809,PTVFM,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1157,4.0,1989.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,PRIVADA,LEVE,0
40,39810,PTEZN,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-820C NAVAJO,PA31,PISTÃO,BIMOTOR,3175,3175,10.0,1979.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
41,39828,PPEOD,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,1992.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,LEVE,0
42,39847,PRLJS,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1542,1542,4.0,2006.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,PRIVADA,LEVE,0
43,39848,PTMXA,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,89000,89000,232.0,2007.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,REGULAR,NENHUM,0
44,39849,PRMHZ,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2008.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,REGULAR,NENHUM,0
45,39850,PRJFS,INSTRUÇÃO,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,900,900,2.0,2006.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0
46,39851,PROAM,REGULAR,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,44450,107.0,1993.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
47,39887,PTNYV,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1157,4.0,1982.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,CARLOS PRATES,CARLOS PRATES,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,0
48,39910,PTMZH,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,70000,70000,184.0,1999.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,REGULAR,LEVE,0
49,39913,PTMEA,not informed,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,1993.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,not informed,CRUZEIRO DO SUL,DECOLAGEM,TÁXI AÉREO,NENHUM,0
50,39914,PPGMA,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1992.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,0
51,39916,PTLJK,not informed,AVIÃO,LEARJET,35A,LJ35,JATO,BIMOTOR,8301,8301,10.0,1981.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,EDUARDO GOMES,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,LEVE,0
52,39930,PTWKQ,not informed,AVIÃO,CESSNA AIRCRAFT,550,C550,JATO,BIMOTOR,6033,6033,7.0,1991.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,AEROPUERTO INTERNACIONAL MINISTRO PISTARINI,AFONSO PENA,CRUZEIRO,TÁXI AÉREO,NENHUM,0
53,39933,PTOID,not informed,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,2495,2495,6.0,1976.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,DOUTOR RAMALHO FRANCO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DESCIDA,PRIVADA,DESTRUÍDA,2
54,39967,PTHOZ,TÁXI AÉREO,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1451,5.0,1976.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
55,39969,PRGEA,not informed,AVIÃO,BOEING COMPANY,737-7EH,B737,JATO,BIMOTOR,70080,70080,154.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,ANTONIO CARLOS JOBIM / GALEÃO,SUBIDA,REGULAR,NENHUM,0
56,39972,PTNZO,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0
57,39987,PTAFX,ESPECIALIZADA,AVIÃO,CESSNA AIRCRAFT,170A,C170,PISTÃO,MONOMOTOR,998,998,1.0,1950.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,ESPECIALIZADA,LEVE,0
58,39988,PTFLF,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
59,39992,PRUUT,not informed,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,4750,6.0,2009.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,PRESIDENTE JUSCELINO KUBITSCHEK,CAMPO DE MARTE,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
60,39993,PTBKU,not informed,AVIÃO,CESSNA AIRCRAFT,150J,C150,PISTÃO,MONOMOTOR,726,726,2.0,1969.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,LEVE,0
61,40027,PPFKV,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1990.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,LEVE,0
62,40069,PPMAW,not informed,HELICÓPTERO,HELIBRAS,AS 350 B3,AS50,TURBOEIXO,MONOMOTOR,2250,2250,7.0,1999.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,UNICID - UNIVERSIDADE CIDADE DE SÃO PAULO,PARTIDA DO MOTOR,PRIVADA,DESTRUÍDA,0
63,40087,PTAKS,not informed,AVIÃO,CESSNA AIRCRAFT,210H,C210,PISTÃO,MONOMOTOR,1542,1542,4.0,1969.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,ANÁPOLIS,FAZENDA SÃO LUIZ,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
64,40088,PTJTM,not informed,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,2404,2404,6.0,1974.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,ATLAS BRASIL CANTANHEDE,SERRA DO SOL,POUSO,NÃO REGULAR,SUBSTANCIAL,0
65,40089,PTIXG,not informed,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1973.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,PRIVADA,SUBSTANCIAL,0
66,40107,PTEOS,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PA32,PISTÃO,MONOMOTOR,1542,1542,7.0,1977.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,BREVES,GURUPÁ,POUSO,TÁXI AÉREO,LEVE,0
67,40147,PTWOO,not informed,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1997.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,BACACHERI,JOSÉ CLETO,POUSO,PRIVADA,SUBSTANCIAL,0
68,40148,PTLCI,not informed,AVIÃO,CESSNA AIRCRAFT,185,C185,PISTÃO,MONOMOTOR,1451,1451,6.0,1962.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,ESTÂNCIA SANTA MARIA,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,0
69,40149,PPGYK,not informed,AVIÃO,XAVANTE,A-122-B,A122,PISTÃO,MONOMOTOR,840,840,2.0,1974.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BRIGADEIRO ARARIPE MACEDO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,DESTRUÍDA,0
70,40150,PTJXO,not informed,AVIÃO,BEECH AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1632,1632,6.0,1974.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,SALGADO FILHO,ITAQUI,POUSO,POLICIAL,LEVE,0
71,40168,PREGB,PARTICULAR,AVIÃO,DASSAULT AVIATION,FALCON 10,FA10,JATO,BIMOTOR,8300,8300,9.0,1975.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,NENHUM,0
72,40170,PPMTA,REGULAR,AVIÃO,MCDONNELL DOUGLAS,DC-10-30F,DC10,JATO,TRIMOTOR,256280,256280,7.0,1975.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
73,40171,PPGBW,not informed,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1991.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,PORTO NACIONAL,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
74,40190,PROAM,REGULAR,AVIÃO,FOKKER,F28MK0100,F100,JATO,BIMOTOR,44450,44450,107.0,1993.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
75,40207,PTVJP,TÁXI AÉREO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1989.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,TÁXI AÉREO,NENHUM,0
76,40209,PPKBS,INSTRUÇÃO,AVIÃO,XAVANTE,A-122-B,A122,PISTÃO,MONOMOTOR,840,840,2.0,1978.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,RETA FINAL,INSTRUÇÃO,NENHUM,0
77,40210,PTKDZ,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1338,5.0,1974.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,PRIVADA,NENHUM,0
78,40211,PRCHE,TÁXI AÉREO,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2007.0,BRASIL,BRASIL,HELICÓPTERO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,TÁXI AÉREO,NENHUM,0
79,40212,PPXRK,EXPERIMENTAL,AVIÃO,not informed,BUMERANGUE EX27,ZZZZ,PISTÃO,MONOMOTOR,1194,1194,4.0,2008.0,BRASIL,BRASIL,AVIÃO,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,EXPERIMENTAL,NENHUM,0
80,40213,PTDSO,not informed,AVIÃO,CESSNA AIRCRAFT,210K,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1970.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,LEVE,0
81,40214,PTWTT,not informed,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,2449,2449,6.0,1974.0,BRASIL,BRASIL,AVIÃO,ADMINISTRAÇÃO INDIRETA,OURILÂNDIA DO NORTE,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
82,40215,PRTTH,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-500,AT45,TURBOÉLICE,BIMOTOR,18600,18600,52.0,1996.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,REGULAR,NENHUM,0
83,40227,PTMFT,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-320,AT43,TURBOÉLICE,BIMOTOR,16700,16700,50.0,1992.0,BRASIL,BRASIL,AVIÃO,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,REGULAR,NENHUM,0
84,40228,PTIDY,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1905,1905,7.0,1972.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,LEVE,0
85,40247,PTEQV,INSTRUÇÃO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1977.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,INSTRUÇÃO,LEVE,0
