,codigo_ocorrencia2,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
5204,78992,PRGGP,not informed,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,197.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,not informed,not informed,CRUZEIRO,not informed,NENHUM,0
5205,78993,PPHSU,not informed,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,844,844,2.0,1987.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,not informed,not informed,POUSO,not informed,LEVE,0
5206,78994,PUCCF,not informed,ULTRALEVE,not informed,FOX VECTOR V6,ULAC,PISTÃO,MONOMOTOR,420,420,2.0,2004.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,not informed,not informed,POUSO,not informed,LEVE,0
5207,78995,PTFLK,not informed,not informed,not informed,not informed,not informed,not informed,SEM TRAÇÃO,0,0,0.0,0.0,BRASIL,BRASIL,not informed,PARTICULAR,not informed,not informed,TÁXI,not informed,LEVE,0
5208,78996,PRAQI,not informed,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2013.0,BRASIL,BRASIL,AVIÃO,REGULAR,not informed,not informed,APROXIMAÇÃO FINAL,not informed,NENHUM,0
5209,78997,PTKIW,not informed,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1814,1814,7.0,1974.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,not informed,not informed,DECOLAGEM,not informed,NENHUM,0
5210,78998,PPCVJ,not informed,AVIÃO,RAYTHEON AIRCRAFT,A36,BE36,PISTÃO,MONOMOTOR,1633,1633,6.0,1999.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,not informed,not informed,DECOLAGEM,not informed,LEVE,0
5211,78999,PTYRC,not informed,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1451,5.0,1995.0,BRASIL,BRASIL,HELICÓPTERO,MÚLTIPLA,not informed,not informed,ESTACIONAMENTO,not informed,NENHUM,0
5212,79000,PRATD,not informed,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1900,1900,1.0,1977.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,not informed,not informed,CRUZEIRO,not informed,NENHUM,0
5213,79001,PRBNU,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2016.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,BLUMENAU,DECOLAGEM,ESPECIALIZADA,LEVE,0
5214,79002,PRAKA,not informed,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,0.0,2015.0,BRASIL,BRASIL,AVIÃO,REGULAR,not informed,not informed,DECOLAGEM,not informed,NENHUM,0
5215,79003,PPGXN,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1961.0,BRASIL,BRASIL,AVIÃO,HISTÓRICA,not informed,not informed,DECOLAGEM,not informed,LEVE,0
5216,79004,PTGAI,ESPECIALIZADA,AVIÃO,AIR TRACTOR,AT-502A,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2017.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,not informed,POUSO,AGRÍCOLA,LEVE,0
5217,79005,PPCPN,not informed,AVIÃO,LEARJET,45,LJ45,JATO,BIMOTOR,9752,9752,11.0,2000.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,not informed,not informed,CRUZEIRO,not informed,LEVE,0
5218,79006,PRPDN,not informed,not informed,not informed,not informed,not informed,not informed,SEM TRAÇÃO,0,0,0.0,0.0,BRASIL,BRASIL,not informed,REGULAR,not informed,not informed,DECOLAGEM,not informed,NENHUM,0
5219,79007,PRCAN,not informed,AVIÃO,CESSNA AIRCRAFT,525,C525,JATO,BIMOTOR,4717,4717,8.0,1997.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CONGONHAS,CANELA,CRUZEIRO,PRIVADA,NENHUM,0
5220,79008,PRFKJ,not informed,AVIÃO,PIPER AIRCRAFT,PA-32-301,PA32,PISTÃO,MONOMOTOR,1633,1633,not informed,not informed,BRASIL,BRASIL,AVIÃO,PARTICULAR,not informed,not informed,DECOLAGEM,not informed,NENHUM,0
5221,79009,PTXPI,not informed,AVIÃO,AIRBUS INDUSTRIE,A321-211,A321,JATO,BIMOTOR,89000,89000,not informed,not informed,BRASIL,BRASIL,AVIÃO,REGULAR,not informed,not informed,CRUZEIRO,not informed,NENHUM,0
5222,79010,PRAUI,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,0.0,2014.0,BRASIL,BRASIL,AVIÃO,REGULAR,not informed,not informed,not informed,not informed,NENHUM,0
5223,79011,PRAIW,not informed,AVIÃO,AIRBUS INDUSTRIE,A330-243,A332,JATO,BIMOTOR,230000,230000,284.0,2002.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,AEROPORTO HUMBERTO DELGADO,CRUZEIRO,REGULAR,NENHUM,0
5224,79012,PRPIL,not informed,AVIÃO,PILATUS,PC-12/47E,PC12,TURBOÉLICE,MONOMOTOR,4740,4740,10.0,2017.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,PICOS,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,ESTACIONAMENTO,not informed,LEVE,0
5225,79013,PPJAT,not informed,AVIÃO,SOCATA,TBM700N,TBM7,TURBOÉLICE,MONOMOTOR,3354,3354,6.0,2012.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,not informed,not informed,DECOLAGEM,not informed,LEVE,0
5226,79014,PRAUI,not informed,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,0.0,2014.0,BRASIL,BRASIL,AVIÃO,REGULAR,not informed,not informed,DECOLAGEM,not informed,NENHUM,0
5227,79015,PTVHV,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1157,4.0,1989.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,not informed,not informed,POUSO,not informed,LEVE,0
5228,79016,PRFTE,not informed,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1979.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,not informed,not informed,POUSO,not informed,LEVE,0
5229,79017,PRBGX,not informed,not informed,not informed,not informed,not informed,not informed,SEM TRAÇÃO,0,0,0.0,0.0,BRASIL,BRASIL,not informed,TÁXI AÉREO,BARTOLOMEU LISANDRO,not informed,CRUZEIRO,PRIVADA,NENHUM,0
5230,79018,PRATV,not informed,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,SÍLVIO NAME JÚNIOR,DECOLAGEM,REGULAR,NENHUM,0
5231,79019,PTRQI,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1982.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,SANTA GENOVEVA/GOIÂNIA,BRIGADEIRO LYSIAS RODRIGUES,POUSO,PRIVADA,NENHUM,0
5232,79020,PRGCI,PARTICULAR,HELICÓPTERO,BELL HELICOPTER,505,B505,TURBOEIXO,MONOMOTOR,1670,1670,5.0,2019.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,SALGADO FILHO,CRUZEIRO,not informed,NENHUM,0
5233,79021,PTDIS,not informed,AVIÃO,PIPER AIRCRAFT,PA-30,PA30,PISTÃO,BIMOTOR,1633,1633,6.0,1969.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,TÁXI,INSTRUÇÃO,LEVE,0
5234,79022,CCAZL,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,77000,166.0,0.0,CHILE,CHILE,AVIÃO,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,AEROPORTO INTERNACIONAL DE SANTIAGO,DECOLAGEM,REGULAR,NENHUM,0
5235,79023,PRAYK,not informed,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,GUARARAPES - GILBERTO FREYRE,PINTO MARTINS,CRUZEIRO,REGULAR,NENHUM,0
5236,79024,PPENM,not informed,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2001.0,BRASIL,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,QUIXADÁ,QUIXADÁ,MANOBRA,ESPECIALIZADA,LEVE,0
5237,79025,PTUSQ,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2004.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,not informed,not informed,DECOLAGEM,not informed,LEVE,0
5238,79026,PRPRA,not informed,AVIÃO,RAYTHEON AIRCRAFT,390,PRM1,JATO,BIMOTOR,5670,5670,8.0,2006.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,LEITE LOPES,SANTOS DUMONT,POUSO,TÁXI AÉREO,NENHUM,0
5239,79027,PTETB,not informed,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1978.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,14 BIS,14 BIS,CRUZEIRO,INSTRUÇÃO,NENHUM,0
5240,79028,PRFLM,not informed,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1905,1905,6.0,1972.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,BACACHERI,BACACHERI,POUSO,INSTRUÇÃO,LEVE,0
5241,79029,PRFLN,not informed,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1978.0,BRASIL,BRASIL,AVIÃO,INSTRUÇÃO,HERCÍLIO LUZ,HERCÍLIO LUZ,TÁXI,INSTRUÇÃO,NENHUM,0
5242,79030,PUCDF,not informed,ULTRALEVE,FILIPE LEITE DE AZEVEDO SODRAK,SUPER PETREL LS,ULAC,PISTÃO,MONOMOTOR,600,600,2.0,2011.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,not informed,not informed,POUSO,not informed,LEVE,0
5243,79032,PPBSS,not informed,AVIÃO,HAWKER BEECHCRAFT,C90GT,BE9L,TURBOÉLICE,BIMOTOR,4581,4581,8.0,2007.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,AEROPORTO ESTADUAL DE JUNDIAÍ,CAMPO DE MARTE,CRUZEIRO,PRIVADA,DESTRUÍDA,1
5244,79033,PTNLJ,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,1361,4.0,1977.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,OURILÂNDIA DO NORTE,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0
5245,79034,PTUXJ,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2009.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0
5246,79035,PRTOS,not informed,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2006.0,BRASIL,BRASIL,HELICÓPTERO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
5247,79036,PTGYR,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1982.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
5248,79037,PRLEN,PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,G58,BE58,PISTÃO,BIMOTOR,2495,2495,6.0,1980.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,PRIVADA,LEVE,0
5249,79038,PTRSO,not informed,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1982.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,SANTA GENOVEVA/GOIÂNIA,SANTA GENOVEVA/GOIÂNIA,POUSO,PRIVADA,LEVE,0
5250,79039,PTWEX,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1988.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,PRIVADA,LEVE,0
5251,79042,PTUAA,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1984.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,BRIGADEIRO FÁBIO PEREIRA DA SILVEIRA,BRIGADEIRO FÁBIO PEREIRA DA SILVEIRA,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
5252,79043,PPZCG,not informed,AVIÃO,not informed,P56,ZZZZ,not informed,SEM TRAÇÃO,660,660,0.0,0.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,MONTE VERDE,MONTE VERDE,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
5253,79044,PTNPN,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1977.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,MANTECORP,DECOLAGEM,PRIVADA,NENHUM,0
5254,79045,PTANU,not informed,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,not informed,not informed,BRASIL,BRASIL,AVIÃO,PARTICULAR,USINA COLORADO,USINA COLORADO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
5255,79048,PRAEC,not informed,AVIÃO,PIPER AIRCRAFT,PA-36-375,PA36,PISTÃO,MONOMOTOR,1769,1769,1.0,1980.0,BRASIL,BRASIL,AVIÃO,ESPECIALIZADA,IVAÍ AEROAGRÍCOLA,IVAÍ AEROAGRÍCOLA,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
5256,79049,PTUTS,not informed,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2005.0,BRASIL,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
5257,79050,PTJPA,not informed,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1179,1179,4.0,1974.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,not informed,NOVO AERÓDROMO DE FEIJÓ,CRUZEIRO,PRIVADA,not informed,0
5258,79051,PRTYH,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,182.0,2013.0,BRASIL,BRASIL,AVIÃO,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,not informed,DECOLAGEM,REGULAR,LEVE,0
5259,79052,PRAXY,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2013.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,CAMPO GRANDE,SUBIDA,REGULAR,NENHUM,0
5260,79054,PRAQB,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,73.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,PRESIDENTE PRUDENTE,SUBIDA,REGULAR,NENHUM,0
5261,79055,PTBHF,not informed,AVIÃO,CESSNA AIRCRAFT,172A,C172,PISTÃO,MONOMOTOR,998,998,4.0,1960.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,AEROPORTO AGROER AVIAÇÃO,AEROPORTO AGROER AVIAÇÃO,DECOLAGEM,PRIVADA,not informed,0
5262,79056,PRYRJ,REGULAR,not informed,not informed,not informed,not informed,not informed,not informed,0,0,not informed,not informed,BRASIL,BRASIL,not informed,REGULAR,VIRACOPOS,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0
5263,79057,PUDAL,not informed,ULTRALEVE,not informed,BRAVO 700,ULAC,PISTÃO,MONOMOTOR,580,580,2.0,2006.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,not informed,not informed,POUSO,PRIVADA,SUBSTANCIAL,0
5264,79059,PUXXX19,not informed,AVIÃO,not informed,not informed,not informed,not informed,SEM TRAÇÃO,0,0,0.0,0.0,BRASIL,BRASIL,AVIÃO,not informed,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,PRIVADA,SUBSTANCIAL,0
5265,79060,PPSCS,not informed,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,3175,1.0,2016.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0
5266,79061,PUFDN,not informed,ULTRALEVE,CHS AMAZONAS IMP E EXP LTDA,SEAMAX M22,ULAC,PISTÃO,MONOMOTOR,600,600,2.0,2008.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
5267,79062,PRIAN,not informed,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,2263,2263,6.0,1973.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,ANÁPOLIS,not informed,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
5268,79063,PUAFQ,EXPERIMENTAL,ULTRALEVE,not informed,RANS S6ES,ULAC,PISTÃO,MONOMOTOR,510,510,2.0,1999.0,BRASIL,BRASIL,ULTRALEVE,EXPERIMENTAL,AEROCLUBE DE NOVA IGUAÇU,AEROCLUBE DE NOVA IGUAÇU,INDETERMINADA,PRIVADA,NENHUM,0
5269,79064,PTFTZ,not informed,AVIÃO,PIPER AIRCRAFT,PA-31T2,PAY2,TURBOÉLICE,BIMOTOR,4297,4297,8.0,1981.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,GENERAL LEITE DE CASTRO,SANTA GENOVEVA/GOIÂNIA,POUSO,PRIVADA,NENHUM,0
5270,79066,PPSEK,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2007.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,FORA DE AERODROMO,NELSON RODRIGUES GUIMARÃES,CRUZEIRO,PRIVADA,NENHUM,0
5271,79066,PRFCX,not informed,AVIÃO,CESSNA AIRCRAFT,206H,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,2011.0,BRASIL,BRASIL,AVIÃO,not informed,SANTA GENOVEVA/GOIÂNIA,FAZENDA CONFORTO,CRUZEIRO,PRIVADA,NENHUM,0
5272,79067,PPPTQ,not informed,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,22500,73.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,SANTA GENOVEVA/GOIÂNIA,LEITE LOPES,POUSO,REGULAR,NENHUM,0
5273,79067,PRNIA,not informed,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2011.0,BRASIL,BRASIL,HELICÓPTERO,PARTICULAR,LEITE LOPES,SÍTIO SANTA CHIARA,DECOLAGEM,PRIVADA,NENHUM,0
5274,79068,PRYRQ,not informed,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,77000,170.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,EDUARDO GOMES,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0
5275,79070,PRYRI,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,77000,183.0,not informed,BRASIL,BRASIL,AVIÃO,REGULAR,MARECHAL CUNHA MACHADO,VIRACOPOS,CRUZEIRO,REGULAR,NENHUM,0
5276,79071,PRMYZ,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2013.0,BRASIL,BRASIL,AVIÃO,REGULAR,CONGONHAS,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,REGULAR,NENHUM,0
5277,79072,PRAXH,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,CATARATAS,SALGADO FILHO,CRUZEIRO,REGULAR,NENHUM,0
5278,79073,PRAKD,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,SALGADO FILHO,SANTA MARIA,CRUZEIRO,REGULAR,NENHUM,0
5279,79074,PRAQT,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,70.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,TANCREDO NEVES,AEROPORTO DE IPATINGA - MG,CRUZEIRO,REGULAR,NENHUM,0
5280,79075,PRATW,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,VIRACOPOS,GOVERNADOR JOSÉ RICHA,CRUZEIRO,REGULAR,NENHUM,0
5281,79076,PRATA,not informed,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,10.0,2001.0,BRASIL,BRASIL,AVIÃO,TÁXI AÉREO,TEFÉ,CARAUARI,CORRIDA APÓS POUSO,TÁXI AÉREO,NENHUM,0
5282,79077,PTMSY,REGULAR,AVIÃO,BOEING COMPANY,767-316,B763,JATO,BIMOTOR,186880,186880,235.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,not informed,CRUZEIRO,REGULAR,NENHUM,0
5283,79078,PRAXF,REGULAR,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,52290,125.0,2012.0,BRASIL,BRASIL,AVIÃO,REGULAR,CONGONHAS,SANTOS DUMONT,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
5284,79079,PRMBG,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,75500,75500,182.0,2001.0,BRASIL,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0
5285,79080,PRAME,PARTICULAR,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1633,1633,5.0,2013.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CARLOS PRATES,CARLOS PRATES,CRUZEIRO,PRIVADA,LEVE,0
5286,79081,PRFJV,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-46-500TP,P46T,TURBOÉLICE,MONOMOTOR,2310,2310,6.0,2018.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CAMPO DE MARTE,GOVERNADOR JOSÉ RICHA,POUSO,PRIVADA,LEVE,0
5287,79082,PRAJE,REGULAR,not informed,not informed,not informed,not informed,not informed,not informed,0,0,not informed,not informed,BRASIL,BRASIL,not informed,REGULAR,TANCREDO NEVES,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CRUZEIRO,REGULAR,NENHUM,0
5288,79083,PRAQP,REGULAR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,0.0,BRASIL,BRASIL,AVIÃO,REGULAR,GUARARAPES - GILBERTO FREYRE,GOVERNADOR ALUÍZIO ALVES,CRUZEIRO,REGULAR,NENHUM,0
5289,79085,PRAZH,not informed,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,51800,113.0,2009.0,BRASIL,BRASIL,AVIÃO,REGULAR,SANTOS DUMONT,ADALBERTO MENDES DA SILVA,CRUZEIRO,REGULAR,LEVE,0
5290,79086,PPADZ,PARTICULAR,AVIÃO,GULFSTREAM,GVI,GLF6,JATO,BIMOTOR,46992,46992,20.0,2016.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,CONGONHAS,GOVERNADOR ANDRÉ FRANCO MONTORO,TÁXI,PRIVADA,NENHUM,0
5291,79087,PRMYK,REGULAR,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2010.0,BRASIL,BRASIL,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SENADOR PETRÔNIO PORTELLA,DECOLAGEM,REGULAR,LEVE,0
5292,79088,PRIAV,PARTICULAR,AVIÃO,DIAMOND AIRCRAFT,DA 62,DA62,PISTÃO,BIMOTOR,2300,2300,7.0,2018.0,BRASIL,BRASIL,AVIÃO,PARTICULAR,VITÓRIA DA CONQUISTA,EURICO DE AGUIAR SALLES,POUSO,PRIVADA,LEVE,0
5293,79089,ARG1732,not informed,AVIÃO,not informed,not informed,not informed,not informed,SEM TRAÇÃO,0,0,0.0,0.0,ARGENTINA,ARGENTINA,AVIÃO,not informed,not informed,not informed,APROXIMAÇÃO FINAL,not informed,NENHUM,0
