,codigo_ocorrencia1,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao
2524,51262,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL
2525,51263,OUTROS,OUTROS,OTHR
2526,51264,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2527,51265,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL
2528,51266,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2529,51267,INDETERMINADO,INDETERMINADO,UNK
2530,51268,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2531,51269,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2532,51285,OUTROS,OUTROS,OTHR
2533,51302,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2534,51304,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2535,51307,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2536,51308,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2537,51309,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2538,51310,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2539,51314,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR
2540,51315,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC
2541,51317,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2542,51318,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO,F-NI
2543,51319,OUTROS,OUTROS,OTHR
2544,51320,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2545,51321,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2546,51322,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2547,51323,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2548,51324,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2549,51325,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2550,51326,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2551,51327,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2552,51328,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,F-NI
2553,51330,ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO,SCF-NP
2554,51336,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2555,51337,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2556,51338,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2557,51339,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2558,51340,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2559,51341,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2560,51342,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2561,51343,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2562,51344,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2563,51345,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2564,51346,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2565,51347,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2566,51391,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2567,51393,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I
2568,51394,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2569,51412,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I
2570,51413,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2571,51414,COLISÃO COM FAUNA,COLISÃO COM FAUNA,WILD
2572,51416,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I
2573,51417,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL
2574,51418,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2575,51419,INDETERMINADO,INDETERMINADO,UNK
2576,51420,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2577,51421,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2578,51432,INDETERMINADO,INDETERMINADO,UNK
2579,51433,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL
2580,51434,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2581,51435,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL
2582,51436,COLISÃO DE AERONAVES EM VOO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | COLISÃO DE AERONAVES EM VOO,MAC
2583,51437,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2584,51438,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2585,51439,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC
2586,51440,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2587,51441,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC
2588,51442,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL
2589,51443,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE
2590,51444,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2591,51445,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2592,51446,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2593,51448,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC
2594,51449,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2595,51451,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC
2596,51452,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC
2597,51453,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2598,51454,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SCF-NP
2599,51455,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR
2600,51456,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL
2601,51457,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SCF-NP
2602,51458,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,F-NI
2603,51459,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2604,51460,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2605,51461,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2606,51462,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2607,51463,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2608,51464,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2609,51465,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2610,51471,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2611,51472,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2612,51473,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2613,51474,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2614,51475,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2615,51477,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2616,51478,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2617,51479,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2618,51480,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2619,51481,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR
2620,51482,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2621,51517,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL
2622,51531,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2623,51532,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO,F-NI
2624,51533,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2625,51534,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2626,51535,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL
2627,51536,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2628,51537,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2629,51538,COM LANÇAMENTO DE CARGA,OUTROS | COM LANÇAMENTO DE CARGA,OTHR
2630,51539,OUTROS,OUTROS,OTHR
2631,51540,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL
2632,51541,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2633,51542,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2634,51543,FOGO NO SOLO,FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO,F-NI
2635,51544,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE
2636,51545,OUTROS,OUTROS,OTHR
2637,51546,DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA,SCF-NP
2638,51547,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2639,51548,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2640,51549,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2641,51550,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2642,51551,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL
2643,51552,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO,SCF-PP
2644,51553,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2645,51554,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2646,51555,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC
2647,51556,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO,SCF-PP
2648,51557,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2649,51558,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2650,51559,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SCF-NP
2651,51567,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2652,51568,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE
2653,51569,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2654,51570,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE
2655,51571,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2656,51591,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2657,51592,F.O.D.,OUTROS | F.O.D.,OTHR
2658,51593,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2659,51594,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2660,51596,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL
2661,51597,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2662,51653,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I
2663,51654,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL
2664,51655,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL
2665,51656,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR
2666,51671,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2667,51672,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I
2668,51673,OUTROS,OUTROS,OTHR
2669,51674,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC
2670,51675,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2671,51676,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2672,51691,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2673,51692,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2674,51693,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SCF-NP
2675,51694,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2676,51695,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2677,51711,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2678,51712,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2679,51713,OUTROS,OUTROS,OTHR
2680,51716,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2681,51719,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2682,51720,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL
2683,51731,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2684,51732,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2685,51733,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2686,51734,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR
2687,51735,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2688,51740,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2689,51741,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2690,51751,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT
2691,51752,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2692,51753,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I
2693,51754,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2694,51755,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2695,51756,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL
2696,51757,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP
2697,51758,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2698,51759,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2699,51760,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2700,51761,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2701,51762,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G
2702,51763,OUTROS,OUTROS,OTHR
2703,51764,F.O.D.,OUTROS | F.O.D.,OTHR
2704,51765,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC
2705,51766,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
2706,51768,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR
2707,51771,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL
2708,51774,COM HÉLICE,FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE,SCF-PP
2709,51775,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I
2710,51776,PERDA DE COMPONENTE EM VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO,SCF-NP
2711,51777,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2712,51778,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC
2713,51780,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2714,51781,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL
2715,51783,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2716,51784,DESORIENTAÇÃO ESPACIAL,OUTROS | DESORIENTAÇÃO ESPACIAL,OTHR
2717,51785,CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO,OTHR
2718,51786,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SCF-NP
2719,51787,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP
2720,51789,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC
2721,51792,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2722,51793,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL
2723,51794,OUTROS,OUTROS,OTHR
2724,51795,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP
2725,51796,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2726,51797,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2727,51798,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL,SCF-NP
2728,51801,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2729,51806,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP
2730,51807,COLISÃO COM AERONAVE NO SOLO,COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO,GCOL
2731,51808,COLISÃO COM AVE,COLISÃO COM AVE,BIRD
